NSC	CAS	Generic Name	Preffered Name	Projects	Primary Target
758256	1197160-78-3	gedatolisib	PF-05212384	Investigational 	mTor
758871	1009298-09-2		AZD-8055	Investigational 	mTor
759660	1187559-66-5		OSI-027	Investigational 	mTor
764091	1032754-93-0	apitolisib	GDC-0980	Investigational 	mTor
764515	1092351-67-1		PP-242	Investigational 	mTor
764658	1224844-38-5		INK-128	Investigational 	mTor
767189	1009298-59-2		AZD-2014	Investigational 	mTor
771532	1207360-89-1		RG-7603	Investigational 	mTor
775727	1223001-51-1		torin2	Investigational 	mTor
784815	1101810-02-9		AZD-3147	Investigational 	mTor
792971	1228013-30-6		CC-223	Investigational 	mTor
793151	1229013-15-7		CC-115	Investigational 	mTor
794442	1927857-56-4		PQR-620	Investigational	mTor
747971	284461-73-0	sorafenib	BAY 43-9006	Approved 	multikinase
750690	557795-19-4	sunitinib	SU-011248	Approved 	multikinase
754349	850879-09-3	amuvatinib	MP-470	Investigational 	multikinase
755774	62996-74-1	staurosporine	AM-2282	Investigational 	multikinase
755775	849217-64-7	foretinib	XL-880	Investigational 	multikinase
763932	755037-03-7	regorafenib	BAY-73-4506	Approved 	multikinase
766887	728033-96-3		OSI-930	Investigational 	multikinase
767953	882531-87-5		R-1530	Investigational 	multikinase
772197	1206799-15-6	merestinib	LY-2801653	Investigational 	multikinase
774830	802539-81-7	milciclib	PHA-848125	Investigational 	multikinase
783249	807640-87-5		JNJ-26483327	Investigational 	multikinase
783296	1092364-38-9	poziotinib	HM-781-36B	Investigational 	multikinase
789040	1197397-89-9		CBL-0137	Investigational 	multitargeted
780404	1035227-43-0		AZ-505	Investigational 	N-Lysine Methyltransferase
761192	905579-51-3	pevonedistat	MLN-4924	Investigational 	NAE
760442	no cas	daporinad hydrochloride	AP0-866	Investigational 	NAMPRTase
761189	432037-57-5	teglarinad	EB-1627	Investigational 	NAMPRTase
777194	658084-64-1	daporinad	AP0-866	Investigational 	NAMPRTase
779407	1362154-70-8		GNE-617	Investigational 	NAMPRTase
789099	1698878-14-6		LY-3154567	Investigational 	NAMPRTase
787253	1421438-81-4		LY-3039478	Investigational 	Notch
795781	1415925-18-6		GSK-2795039	Investigational	NOX2
755772	152121-47-6		SB-203580	Investigational 	p38 MAPK
756653	193551-21-2		SB-239063	Investigational 	p38 MAPK
766820	862505-00-8		LY-2228820	Investigational 	p38 MAPK
775665	745833-23-2		VX-702	Investigational 	p38 MAPK
777446	309913-83-5	talmapimod	SCIP-469	Investigational 	p38 MAPK
778367	945614-12-0	pexmetinib	ARRY-614	Investigational 	p38 MAPK
789969	152121-30-7		SB-202190	Investigational 	p38 MAPK
786100	1542705-92-9		CB-5083	Investigational 	p97
781470	1279034-84-2		PF-03758309	Investigational 	PAK4
792970	no cas		KPT-9274	Investigational 	PAK4
760842	892546-37-1		BIM-46187	Investigational 	pan G-protein
752493	160003-66-7	iniparib	BSI-201	Investigational 	Parp-1
752840	912444-00-9	veliparib	ABT-888	Investigational 	Parp-1
753686	763113-22-0	olaparib	AZD-2281	Approved 	Parp-1
754355	1038915-60-4	niraparib	MK-4827	Approved 	Parp-1
756644	459868-92-9	rucaparib	PF-01367338	Approved 	Parp-1
765396	1207454-56-5		BMN-673 (racemate)	Investigational 	Parp-1
767125	1207456-01-6	talazoparib	BMN-673	Investigational 	Parp-1
767533	1207456-00-5		BMN-673 (inactive enantiomer)	Investigational 	Parp-1
768593	916574-83-9		CEP-9722	Investigational 	Parp-1
773230	1174043-16-3		AZD-2461	Investigational 	Parp-1
783107	1140964-99-3		E-7449	Investigational 	Parp-1
779408	1440898-82-7		deltarasin	Investigational 	PDE-delta
756659	656247-18-6	nintedanib	BIBF-1120	Investigational 	PDGFR
763526	670220-88-9	crenolanib	CP-868596	Investigational 	PDGFR
764237	796967-16-3	linifanib	ABT-869	Investigational 	PDGFR
787038	1351522-04-7		AC-710	Investigational 	PDGFR
756657	742112-33-0		OSU-03012	Investigational 	PDK-1
756658	742112-34-1		OSU-03013	Investigational 	PDK-1
758485	702674-56-4		BX-912	Investigational 	PDK-1
759658	1227911-45-6		GSK-2334470	Investigational 	PDK-1
781627	1337531-36-8		GSK-2606414	Investigational 	PERK
18509	5451-09-2	aminolevulinic acid		Approved 	Photosensitizer
221019	19545-26-7		wortmannin	Investigational 	PI3K
722134	502844-51-1	sonolisib	PX-866	Investigational 	PI3K
754353	944396-07-0	buparlisib	BKM-120	Investigational 	PI3K
755385	957054-30-7	pictilisib	GDC-0941	Investigational 	PI3K
755769	154447-36-6		LY-294002	Investigational 	PI3K
759224	870281-82-6	idelalisib	CAL-101	Approved 	PI3K
759676	371935-74-9		PI-103	Investigational 	PI3K
760443	1032568-63-0	copanlisib	BAY-80-6946	Investigational 	PI3K
760536	1013101-36-4		PF-04691502	Investigational 	PI3K
762382	1007207-67-1		CH-5132799	Investigational 	PI3K
764092	1086062-66-9		GSK-2126458	Investigational 	PI3K
764516	475110-96-4		ZSTK-474	Investigational 	PI3K
765974	1217486-61-7		BYL-719	Investigational 	PI3K
768508	1372540-25-4		GSK-2636771	Investigational 	PI3K
772469	1201438-56-3		INK-1197	Investigational 	PI3K
773095	1245537-68-1		BGT-226	Investigational 	PI3K
775306	914913-88-5		SG-00529	Investigational 	PI3K
776996	371935-79-4		PI-103	Investigational 	PI3K
778810	1246560-33-7		VS-5584	Investigational 	PI3K
782122	1253573-53-3		AMG-511	Investigational 	PI3K
782362	1246203-32-6		PWT-33597	Investigational 	PI3K
785117	1225037-39-7		PQR-309	Investigational 	PI3K
786099	1620576-64-8		AZD-8835	Investigational 	PI3K
787137	1608125-21-8		AMG-319	Investigational 	PI3K
789968	1386874-06-1		LY-3023414	Investigational 	PI3K
791226	934493-76-2	voxtalisib	XL-765	Investigational 	PI3K
791227	934526-89-3	pilaralisib	XL-147	Investigational 	PI3K
792987	1382979-44-3		GDC-0084	Investigational 	PI3K
794590	1375469-38-7		BAY-1082439	Investigational	PI3K
795067	1693758-51-8		IPI-549	Investigational	PI3K
795384	1268454-23-4	serabelisib	INK-1117	Investigational	PI3K
777425	1282512-48-4	taselisib	GDC-0032	Investigational 	pI3K alpha
777877	1276553-09-3		PF-4989216	Investigational 	pI3K alpha
777572	1627494-13-6		AZD-8186	Investigational 	pI3K beta
780290	1260612-13-2		SAR-260301 (enantiomer 1)	Investigational 	pI3K beta
780291	no cas		SAR-260301 (enantiomer 2)	Investigational 	pI3K beta
757333	1173928-26-1		SGI-1776	Investigational 	PIM-1
776066	1204144-28-4		AZD-1208	Investigational 	PIM-1
791495	1428569-85-0		GDC-0339	Investigational 	PIM-1
794109	1210416-52-6		LGH-447	Investigational	PIM-1
755766	130964-39-5		H-89 dihydrochloride	Investigational 	PKA
782017	127243-85-0		H-89	Investigational 	PKA
36405	3895-92-9	chelerythrine	MP-0922	Investigational 	PKC
766819	425637-18-9	sotrastaurin	AEB-071	Investigational 	PKC
767124	170364-57-5	enzastaurin	LY-317615	Investigational 	PKC
772991	1260074-86-9		PKM2 Activator 9	Investigational 	PKM2
754354	929095-18-1		GSK-461364	Investigational 	Plk-1
755983	755038-02-9		BI-2536	Investigational 	Plk-1
757149	755038-65-4	volasertib	BI-6727	Investigational 	Plk-1
761759	1157847-46-5		TAK-960 analog	Investigational 	Plk-1
762154	1201692-18-3		Des-fluoro-TAK-960	Investigational 	Plk-1
762418	1214266-16-6		TAK Plk inhibitor	Investigational 	Plk-1
767470	1228960-69-7		MLN-0905	Investigational 	Plk-1
768072	1137868-52-0		TAK-960	Investigational 	Plk-1
781344	1034616-18-6		NMS-1286937	Investigational 	Plk-1
791966	1338800-06-8		CFI-400945	Investigational 	Plk-1
782164	1138549-36-6		CX-5461	Investigational 	Pol1-transcription of rRNA
777639	1243244-14-5		LGK-974	Investigational 	Porcupine
764579	223132-37-4	efatutazone	CS-7017	Investigational 	PPAR-gamma
778746	108409-83-2		FH-535	Investigational 	PPAR-gamma
785299	1616391-65-1		EPZ-015666	Investigational 	PRMT5
790865	1700663-41-7		EPZ-020411	Investigational 	PRMT6
71423	595-33-5	megestrol acetate	PAR-100.2	Approved 	Progesterone Receptor
756655	179324-69-7	bortezomib	PS-341	Approved 	Proteosome
758252	868540-17-4	carfilzomib	ONO-7057	Approved 	Proteosome
758254	1201902-80-8	ixazomib citrate	MLN-9708	Approved 	Proteosome
764334	847499-27-8	delanzomib	CEP-18770	Investigational 	Proteosome
766254	935888-69-0	oprozomib	ONX-0912	Investigational 	Proteosome
766907	1072833-77-2	ixazomib	MLN-2238	Investigational 	Proteosome
782153	133407-82-6		MG-132	Investigational 	Proteosome
755	6112-76-1	6-mercaptopurine	6MP	Approved 	PRPP amidotransferase
782006	420126-30-3		PTC-691	Investigational 	PTC
766906	1096708-71-2		MLN-2480	Investigational 	Raf
754344	592542-60-4	rigosertib	ON-01910Na	Investigational 	Ras
763525	839707-37-8	pluripotin	SC-1	Investigational 	RasGAP
788203	1123837-84-2	sitravatinib	MG-516	Investigational 	Ret
751297	146986-50-7		Y-27632	Investigational 	Rho
780205	451462-58-1	dimethylfasudil	H-1152	Investigational 	Rho
32065	127-07-1	hydroxyurea		Approved 	Ribonucleotide reductase
312887	75607-67-9	fludarabine	SHT-586	Approved 	Ribonucleotide reductase
759096	143621-35-6	triapine	3-AP	Investigational 	Ribonucleotide reductase
761266	156436-89-4	motexafin	PCI-0120	Investigational 	Ribonucleotide reductase
703081	77307-50-7		SL-0101	Investigational 	RSK
768011	1221878-06-3		XL-541	Investigational 	S1P1
786959	1639042-08-2		AZD-9496	Investigational 	SERD
787326	1365888-06-7		GDC-0810	Investigational 	SERD
180973	54965-24-1	tamoxifen	ICI-46474	Approved 	SERM
719276	129453-61-8	fulvestrant	ZD-9238	Approved 	SERM
747974	84449-90-1	raloxifene	LY-156758	Approved 	SERM
754350	157752-20-0		CB-64D	Investigational 	Sigma agonist
755986	879085-55-9	vismodegib	GDC-0449	Approved 	SMO
758486	599150-20-6		HPI-1	Investigational 	SMO
761385	956697-53-3	sonidegib	LDE-225	Approved 	SMO
763758	1160830-00-1		SEN-450	Investigational 	SMO
767123	1037210-93-7	saridegib	IPI-926	Investigational 	SMO
767126	1057677-92-5		LEQ-506	Investigational 	SMO
767896	1258861-20-9		LY-2940680	Investigational 	SMO
771858	1186231-83-3		TAK-441	Investigational 	SMO
775772	1095173-27-5		PF-04449913	Investigational 	SMO
781469	1059734-66-5		BMS-833923	Investigational 	SMO
796101	915385-81-8		ABC-294640	Investigational	SphK2
756643	897016-82-9		KX2-391	Investigational 	Src
758872	379231-04-6	saracatinib	AZD-0530	Investigational 	Src
765694	380843-75-4	bosutinib	SKI-506	Approved 	Src
755401	229305-39-9	golotimod	SCV-07	Investigational 	Stat3
757334	1150339-93-7		Cpd-401	Investigational 	Stat3
764037	1334493-07-0		BP-1-102	Investigational 	Stat3
788900	83280-65-3	napabucasin	BBI-608	Investigational 	Stat3
755387	781661-94-7	sepantronium bromide	YM-155	Investigational 	Survivan
756662	666752-22-3		SR-13654	Investigational 	Survivan
766992	732983-37-8		BAY 61-3606	Investigational 	Syk
772498	841290-80-0		R-406	Investigational 	Syk
772992	914295-16-2	fostamatinib	R-788	Investigational 	Syk
776786	1370261-97-4		P505-15	Investigational 	Syk
781516	1229208-44-9	entosplenitib	GS-9973	Investigational 	Syk
791967	no cas		TAK-659 (isomer 1)	Investigational 	Syk
791968	no cas		TAK-659 (isomer 2)	Investigational 	Syk
755892	4884-68-8		hydrastinine	Investigational 	Syptic
756649	301836-41-9		SB-431542	Investigational 	TGF-beta
761216	700874-72-2	galunisertib	LY-2157299	Investigational 	TGF-beta
765632	700874-71-1		LY-2109761	Investigational 	TGF-beta
19893	51-21-8	5-fluorouracil	5-FU	Approved 	Thymidylate synthase
27640	50-91-9	floxuridine	5-fluorodeoxyuridine	Approved 	Thymidylate synthase
75520	70-00-8	trifluridine	CF3dUrd	Approved 	Thymidylate synthase
639186	112887-68-0	raltitrexed	ZD-1694	Investigational 	Thymidylate synthase
712807	154361-50-9	capecitabine	Ro-09-1978	Approved 	Thymidylate synthase
764764	501332-69-0		ONX-0801	Investigational 	Thymidylate synthase
369100	99011-02-6	imiquimod	DZ-2636	Approved 	TLR7
777447	926927-61-9	motolimod	VTX-2337	Investigational 	TLR8
755761	284028-89-3		XAV-939	Investigational 	TNKS
789797	522650-83-5		SW-044248	Investigational 	Top1
787880	1338545-07-5		OTS-964	Investigational 	TOPK
609699	119413-54-6	topotecan	S-104864-A	Approved 	Topo I
616348	100286-90-6	irinotecan	CPT-11	Approved 	Topo I
673596	86639-52-3		7-Ethyl-10-hydroxycamptothecin	Investigational 	Topo I
754365	346689-77-8		MLN-576	Investigational 	Topo I
754366	343247-32-5		XR-5944	Investigational 	Topo I
754367	89459-25-6		XR-5000	Investigational 	Topo I
768112	529488-28-6		GENZ-644282	Investigational 	Topo I
122819	29767-20-2	teniposide	VM-26	Approved 	Topo II
141540	33419-42-0	etoposide	VP-16	Approved 	Topo II
256439	57852-57-0	idarubicin hydrochloride	IMI-30	Approved 	Topo II
256942	56390-09-1	epirubicin hydrochloride	IMI-28	Approved 	Topo II
279836	65271-80-9	mitoxantrone	CL-232315	Approved 	Topo II
698215	157542-91-1		XK-469	Investigational 	Topo II
758251	69408-81-7	amonafide	CGX-571	Investigational 	Topo II
760764	175414-77-4	vosaroxin	AG-7352	Investigational 	Topo II
784722	1361644-26-9	aldoxorubicin	INNO-206	Investigational 	Topo II
350625	1616632-77-9		ONC-201	Investigational	TRAIL
785570	1223403-58-4		LOXO-101	Investigational 	Trk
49842	143-67-9	vinblastine		Approved 	Tubulin fragmenter
67574	2068-78-2	vincristine		Approved 	Tubulin fragmenter
608210	125317-39-7	vinorelbine	ANX-530	Approved 	Tubulin fragmenter
758488	917111-44-5	lexibulin	CYT-997	Investigational 	Tubulin fragmenter
758489	204205-90-3	indibulin	ZIO-301	Investigational 	Tubulin fragmenter
758773	827031-83-4	verubulin	EP-90745	Investigational 	Tubulin fragmenter
762598	798577-91-0		BAL-27862	Investigational 	Tubulin fragmenter
764608	1263384-43-5		BAL-101553	Investigational 	Tubulin fragmenter
778448	253426-24-3	ombrabulin hydrochloride	AC-7700	Investigational 	Tubulin fragmenter
125973	33069-62-4	paclitaxel	BMS-181339	Approved 	Tubulin stabilizer
628503	114977-28-5	docetaxel	ANX-514	Approved 	Tubulin stabilizer
747973	219989-84-1	ixabepilone	BMS-247550	Approved 	Tubulin stabilizer
761432	183133-96-2	cabazitaxel	TAX-258	Approved 	Tubulin stabilizer
797934	714272-27-2	plinabulin	NPI-2358	Investigational	Tubulin stabilizer
785004	1450833-55-2		MLN-7243	Investigational 	Ubiquitin-activating enzyme
737754	635702-64-6	pazopanib	GW-786034	Approved 	VEGFR
755606	288383-20-0	cediranib	AZD-2171	Investigational 	VEGFR
755980	417716-92-8	lenvatinib	E-7080	Approved 	VEGFR
757441	319460-85-0	axitinib	AG-013736	Approved 	VEGFR
758007	475108-18-0	tivozanib	ASP-4130	Investigational 	VEGFR
760766	443913-73-3	vandetanib	ZD-6474	Approved 	VEGFR
760843	453562-69-1	motesanib	AMG-706	Investigational 	VEGFR
762381	900573-88-8		JI-101	Investigational 	VEGFR
764481	649735-63-7	brivanib	BMS-582664	Investigational 	VEGFR
772499	212142-18-2	vatalanib	CGP-79787D	Investigational 	VEGFR
772886	1218779-75-9	apatinib mesylate	YN-968D1	Investigational 	VEGFR
776017	332012-40-5	telatinib	BAY-57-9352	Investigational 	VEGFR
782762	1058137-23-7	lucitinib	E-3810	Investigational 	VEGFR
791059	936694-12-1	glesatinib	MGCD-265	Investigational 	VEGFR
798201			VH-298	Investigational	VHL
788992	1801787-56-3		OICR-9429	Investigational 	WDR5
754352	955365-80-7		MK-1775	Investigational 	Wee-1
756641	780757-88-2		ICG-001	Investigational 	Wnt
756646	1127442-82-3		IWR-1	Investigational 	Wnt
784591	1661839-45-7		CCT-251545	Investigational 	Wnt
1390	315-30-0	allopurinol	BW-56-158	Approved 	Xanthine Oxidase
794443	1642300-52-4		KPT-8602	Investigational	XPO1
